  -0.32812,   0.50781,  -0.94531,   0.78906,   0.70312,  -0.29688,  -0.01562,   0.06250,  -0.60938,  -0.00781
  -0.61719,   0.66406,   0.46094,  -0.09375,   0.88281,  -0.88281,  -0.13281,   0.85938,  -0.99219,   0.47656
   0.02344,  -0.28906,   0.78906,  -0.55469,   0.34375,   0.78906,   0.41406,  -0.42188,  -0.32812,   0.28906
  -0.17969,   0.97656,   0.61719,   0.32031,  -0.60156,  -0.28906,  -0.71094,  -0.63281,  -0.19531,  -0.55469
   0.38281,   0.75781,   0.80469,  -0.73438,  -0.49219,  -0.76562,  -0.71875,  -0.74219,   0.08594,   0.08594
  -0.47656,   0.21094,  -0.01562,  -0.76562,   0.77344,  -0.28906,   0.30469,  -0.42969,   0.17188,   0.93750
  -0.14062,  -0.63281,  -0.73438,  -0.34375,   0.43750,  -0.23438,  -0.93750,  -0.15625,   0.22656,   0.17188
  -0.45312,   0.92188,  -0.33594,   0.76562,   0.84375,   0.67188,  -0.34375,   0.72656,   0.19531,  -0.56250
  -0.52344,   0.82031,   0.08594,   0.48438,   0.61719,  -0.58594,  -0.11719,   0.21875,  -0.03906,  -0.07812
  -0.82812,   0.55469,   0.13281,  -0.10938,   0.37500,  -0.95312,  -0.20312,   0.90625,   0.82031,  -0.97656
   0.64062,   0.71094,  -0.67188,   0.57812,   0.16406,  -0.14844,  -0.28125,  -0.20312,   0.42969,  -0.35938
  -0.78125,  -0.04688,   0.87500,   0.60938,  -0.87500,  -0.07812,   0.11719,  -0.12500,  -0.85938,   0.79688
   0.54688,  -0.48438,   0.32812,   0.92969,  -0.61719,   0.18750,  -0.84375,  -0.94531,  -0.81250,   0.59375
   0.17188,  -0.60156,  -0.40625,   0.24219,  -0.33594,  -0.88281,   0.22656,  -0.73438,   0.21875,  -0.50781
   0.76562,  -0.85156,   0.69531,  -0.94531,  -0.82812,   0.76562,  -0.13281,  -0.47656,   0.95312,   0.89844
  -0.34375,   0.40625,   0.76562,  -0.91406,  -0.32812,  -0.47656,   0.61719,   0.69531,  -0.85938,   0.93750
   0.70312,   0.60156,  -0.85156,   0.02344,  -0.29688,  -0.26562,   0.93750,  -0.19531,  -0.44531,  -0.40625
   0.96094,   0.53125,  -0.37500,  -0.25000,  -0.85938,   0.07812,   0.69531,   0.78906,  -0.95312,  -0.41406
   0.56250,  -0.86719,  -0.24219,  -0.35938,  -0.83594,   0.27344,  -0.35156,  -0.07812,  -0.13281,   0.88281
  -0.77344,   0.34375,   0.53906,  -0.78906,   0.57812,  -0.85938,   0.70312,  -0.95312,   0.76562,  -0.32031
   0.73438,  -0.73438,  -0.38281,  -0.36719,  -0.54688,   0.17969,   0.05469,  -0.23438,  -0.75781,  -0.43750
  -0.50000,  -0.14844,  -0.06250,   0.58594,   0.42969,   0.88281,  -0.42188,  -0.12500,  -0.53125,   0.57812
  -0.33594,  -0.57031,   0.05469,   0.35938,   0.60938,   0.96875,   0.31250,   0.15625,  -0.51562,  -0.53125
  -0.71094,   0.03906,   0.93750,   0.76562,  -0.29688,  -0.67188,   0.72656,   0.93750,   0.22656,   0.90625
   0.02344,  -0.32031,   0.26562,   0.40625,  -0.35938,  -0.32031,   0.35156,   0.29688,   0.07031,   0.57812
  -0.49219,  -0.07031,   0.46094,   0.32812,  -0.38281,   0.67969,   0.31250,  -0.12500,   0.74219,  -0.87500
  -0.35938,  -0.27344,   0.53125,  -0.88281,  -0.61719,  -0.87500,   0.21875,   0.61719,   0.91406,   0.83594
  -0.58594,  -0.04688,  -0.80469,  -0.09375,  -0.55469,  -0.56250,   0.95312,  -0.06250,   0.42969,   0.59375
  -0.45312,   0.34375,  -0.10156,   0.73438,  -0.14062,   0.92188,  -0.14062,  -0.85938,   0.21875,   0.28906
  -0.27344,  -0.46875,   0.17969,   0.78906,  -0.35938,   0.42969,   0.02344,  -0.82031,   0.57031,   0.03906
   0.09375,  -0.73438,   0.35938,   0.65625,  -0.87500,   0.19531,   0.89062,  -0.35156,   0.06250,  -0.56250
  -0.93750,   0.43750,   0.50781,   0.96094,  -0.72656,   0.85938,   0.70312,   0.46094,  -0.63281,  -0.32031
  -0.43750,  -0.42188,   0.34375,   0.14844,  -0.07812,   0.46094,  -0.21094,   0.90625,   0.92969,   0.78906
   0.75781,   0.29688,  -0.36719,  -0.47656,  -0.63281,   0.50000,   0.77344,   0.88281,  -0.12500,  -0.67188
  -0.42188,   0.70312,   0.25000,  -0.35156,   0.74219,   0.74219,   0.78906,   0.27344,  -0.18750,  -0.27344
  -0.08594,   0.87500,   0.78906,   0.18750,  -0.09375,  -0.31250,  -0.92188,  -0.09375,   0.52344,   0.27344
   0.57812,  -0.23438,   0.09375,  -0.97656,   0.09375,  -0.94531,   0.21875,  -0.65625,   0.50000,  -0.83594
   0.40625,  -0.37500,   0.33594,  -0.35938,  -0.23438,  -0.75781,   0.19531,  -0.78125,  -0.42969,   0.07031
   0.58594,   0.00781,  -0.61719,   0.98438,  -0.46094,  -0.91406,  -0.49219,  -0.55469,   0.88281,   0.37500
   0.84375,   0.14844,   0.49219,   0.67188,   0.25000,   0.74219,   0.32031,  -0.36719,   0.32031,   0.22656
  -0.10938,  -0.39062,   0.10938,  -0.42969,  -0.74219,  -0.61719,   0.50781,   0.46875,   0.29688,   0.23438
  -0.91406,   0.75000,   0.20312,  -0.84375,  -0.75000,  -0.71875,  -0.42188,   0.53906,  -0.95312,  -0.55469
   0.10156,  -0.75781,  -0.06250,   0.35156,   0.68750,   0.43750,  -0.13281,   0.98438,  -0.75781,   0.11719
   0.25781,   0.34375,   0.46875,   0.03906,  -0.46094,  -0.78906,   0.23438,   0.89844,   0.25781,  -0.85156
   0.88281,   0.62500,  -0.21875,  -0.21875,   0.53906,  -0.07812,   0.57812,  -0.71094,   0.96094,   0.15625
   0.18750,   0.82812,   0.50781,  -0.39062,   0.94531,   0.78125,   0.24219,   0.49219,   0.85156,   0.37500
   0.38281,  -0.71094,  -0.34375,   0.21875,   0.77344,  -0.98438,  -0.09375,  -0.68750,   0.38281,   0.28906
  -0.79688,  -0.86719,  -0.62500,   0.53906,  -0.88281,   0.30469,   0.95312,  -0.33594,   0.57031,   0.92188
   0.72656,  -0.56250,   0.41406,   0.28125,   0.42969,   0.94531,  -0.88281,  -0.21875,  -0.49219,   0.04688
   0.01562,  -0.06250,   0.49219,  -0.26562,   0.59375,   0.14062,  -0.03125,  -0.57812,   0.55469,   0.73438
   0.57031,   0.60156,  -0.73438,   0.34375,   0.43750,   0.12500,   0.05469,  -0.16406,   0.92188,   0.14844
   0.37500,  -0.45312,   0.57031,   0.05469,   0.78906,   0.24219,   0.06250,  -0.89062,   0.67188,   0.25000
  -0.66406,   0.98438,   0.33594,  -0.59375,  -0.60156,  -0.14844,   0.71094,   0.09375,  -0.65625,  -0.75781
  -0.49219,  -0.54688,   0.13281,  -0.58594,  -0.40625,  -0.67969,  -0.68750,  -0.97656,   0.75781,  -0.32031
  -0.96094,   0.74219,  -0.47656,   0.89062,  -0.00781,   0.02344,   0.14062,   0.87500,   0.08594,   0.86719
   0.64062,   0.48438,   0.50000,  -0.78906,  -0.25781,  -0.31250,  -0.92188,  -0.63281,   0.29688,  -0.19531
  -0.25000,  -0.00781,  -0.20312,   0.39844,   0.92969,   0.55469,  -0.57812,   0.52344,   0.42969,  -0.23438
  -0.02344,   0.81250,   0.01562,   0.50000,  -0.91406,   0.26562,   0.91406,  -0.46094,  -0.73438,   0.07812
   0.85938,  -0.22656,   0.26562,   0.97656,   0.59375,   0.50781,   0.25781,  -0.35156,  -0.37500,  -0.12500
  -0.68750,   0.84375,  -0.93750,   0.23438,  -0.27344,   0.11719,  -0.18750,  -0.53125,   0.18750,   0.50000
   0.57812,  -0.63281,   0.07812,  -0.20312,   0.54688,   0.36719,   0.68750,   0.50781,  -0.18750,   0.63281
  -0.09375,   0.62500,  -0.51562,   0.90625,   0.37500,   0.71094,  -0.77344,   0.39844,   0.18750,  -0.18750
  -0.55469,  -0.64844,   0.97656,  -0.37500,  -0.46875,  -0.99219,   0.55469,   0.83594,  -0.21094,   0.89062
   0.85156,   0.73438,   0.21875,  -0.20312,   0.07031,   0.71875,   0.53906,  -0.06250,   0.60156,   0.96094
   0.83594,   0.89062,  -0.84375,   0.72656,   0.05469,  -0.56250,  -0.07031,   0.09375,   0.61719,   0.60156
   0.53906,   0.99219,  -0.70312,  -0.74219,  -0.00781,  -0.84375,  -0.03906,  -0.14844,   0.10938,  -0.42969
  -0.14844,  -0.71875,   0.53906,  -0.95312,  -0.71875,  -0.93750,   0.96094,  -0.90625,   0.42188,  -0.47656
  -0.63281,   0.46094,  -0.10938,  -0.66406,  -0.69531,   0.28125,  -0.27344,  -0.49219,   0.30469,   0.88281
  -0.82812,   0.15625,   0.78125,  -0.27344,   0.67969,  -0.21094,  -0.69531,  -0.19531,  -0.45312,   0.89844
   0.53906,  -0.82031,   0.84375,  -0.17969,  -0.71875,   0.31250,  -0.92188,  -0.16406,  -0.57031,   0.44531
   0.83594,   0.05469,   0.03125,  -0.64062,   0.96094,   0.14844,   0.78125,   0.16406,   0.80469,  -0.21875
  -0.17188,   0.07812,  -0.35938,   0.80469,  -0.17188,  -0.97656,   0.34375,   0.48438,   0.12500,   0.53125
  -0.45312,   0.88281,  -0.34375,  -0.69531,  -0.14844,  -0.98438,   0.75781,  -0.65625,   0.75000,  -0.42969
  -0.02344,   0.07031,   0.29688,   0.42188,  -0.80469,   0.48438,  -0.70312,  -0.79688,   0.88281,   0.17188
  -0.42188,   0.62500,  -0.46875,  -0.10156,   0.84375,  -0.15625,  -0.07812,  -0.85156,  -0.50000,   0.97656
   0.92188,   0.76562,   0.82812,   0.09375,   0.67188,  -0.17188,   0.95312,  -0.74219,   0.10156,  -0.93750
  -0.34375,  -0.84375,  -0.46875,  -0.85938,   0.24219,  -0.42188,   0.66406,  -0.33594,  -0.84375,   0.94531
  -0.25781,   0.29688,  -0.84375,  -0.00781,  -0.25000,   0.00781,   0.95312,  -0.98438,  -0.53906,   0.31250
   0.71875,  -0.88281,  -0.52344,   0.82812,  -0.49219,   0.87500,   0.25781,  -0.44531,  -0.61719,  -0.52344
  -0.17969,   0.92188,  -0.14062,  -0.03906,  -0.23438,   0.75000,  -0.13281,   0.19531,   0.50781,   0.77344
   0.63281,  -0.39844,   0.16406,   0.82812,   0.56250,  -0.76562,  -0.57031,  -0.02344,   0.44531,  -0.25781
  -0.57031,   0.77344,  -0.26562,   0.22656,  -0.95312,  -0.33594,   0.09375,  -0.48438,   0.89844,   0.30469
  -0.19531,   0.57031,  -0.42188,  -0.33594,   0.02344,   0.07812,  -0.14062,   0.77344,  -0.46094,   0.31250
  -0.25000,  -0.55469,  -0.50000,   0.50000,   0.73438,   0.28125,   0.98438,   0.11719,   0.36719,   0.14062
